LSOA11CD,LSOA21CD,CHGIND
E01004294,E01035697,S
E01028727,E01035761,S
E01022076,E01022076,U
E01028739,E01028739,U
E01006169,E01006169,U
E01024842,E01024842,U
E01004295,E01004295,U
E01028727,E01035760,S
E01022078,E01022078,U
E01022079,E01022079,U
E01022080,E01022080,U
E01022081,E01022081,U
E01022082,E01022082,U
E01022061,E01022061,U
E01022071,E01022071,U
E01022072,E01022072,U
E01022073,E01022073,U
E01022098,E01022098,U
E01022092,E01022092,U
E01022093,E01022093,U
E01022097,E01022097,U
E01022099,E01022099,U
E01022062,E01022062,U
E01022063,E01022063,U
E01022083,E01022083,U
E01022084,E01022084,U
E01022085,E01022085,U
E01022087,E01022087,U
E01022089,E01022089,U
E01022086,E01022086,U
E01022090,E01035178,S
E01022090,E01035181,S
E01022091,E01035179,S
E01022091,E01035180,S
E01022091,E01035182,S
E01022095,E01022095,U
E01022067,E01022067,U
E01022068,E01022068,U
E01033054,E01033054,U
E01033055,E01033055,U
E01033056,E01033056,U
E01022058,E01022058,U
E01022064,E01022064,U
E01022069,E01022069,U
E01022088,E01022088,U
E01033052,E01033052,U
E01033053,E01033053,U
E01022059,E01022059,U
E01022060,E01022060,U
E01004296,E01004296,U
E01028727,E01035759,S
E01004291,E01004291,U
E01028728,E01028728,U
E01024843,E01024843,U
E01028743,E01028743,U
E01028744,E01028744,U
E01006170,E01006170,U
E01028750,E01028750,U
E01028729,E01028729,U
E01028751,E01028751,U
E01006171,E01006171,U
E01004293,E01004293,U
E01024829,E01024829,U
E01028730,E01028730,U
E01028752,E01028752,U
E01006098,E01006098,U
E01004297,E01004297,U
E01024851,E01024851,U
E01028757,E01028757,U
E01028693,E01028693,U
E01006099,E01006099,U
E01004215,E01035703,S
E01024852,E01024852,U
E01028694,E01028694,U
E01006164,E01006164,U
E01004215,E01035704,S
E01024853,E01024853,U
E01028745,E01028745,U
E01004215,E01035705,S
E01006174,E01006174,U
E01028701,E01028701,U
E01024854,E01024854,U
E01028746,E01028746,U
E01004215,E01035706,S
E01006178,E01006178,U
E01028705,E01028705,U
E01024799,E01024799,U
E01028747,E01028747,U
E01004219,E01004219,U
E01006097,E01006097,U
E01028706,E01028706,U
E01024800,E01024800,U
E01028748,E01028748,U
E01004221,E01004221,U
E01006160,E01006160,U
E01028707,E01028707,U
E01024835,E01024835,U
E01028713,E01028713,U
E01032776,E01032776,U
E01006161,E01006161,U
E01028688,E01028688,U
E01024838,E01024838,U
E01028715,E01028715,U
E01032777,E01032777,U
E01006162,E01006162,U
E01028689,E01028689,U
E01024801,E01035012,S
E01028720,E01028720,U
E01032778,E01035700,S
E01006163,E01006163,U
E01028695,E01028695,U
E01006148,E01006148,U
E01024801,E01035013,S
E01011740,E01011740,U
E01032778,E01035701,S
E01024802,E01024802,U
E01006151,E01006151,U
E01028699,E01028699,U
E01011741,E01011741,U
E01024823,E01024823,U
E01006152,E01006152,U
E01028696,E01028696,U
E01032778,E01035702,S
E01011742,E01011742,U
E01024833,E01024833,U
E01006153,E01006153,U
E01028697,E01028697,U
E01032779,E01032779,U
E01011745,E01011745,U
E01024821,E01024821,U
E01006172,E01006172,U
E01028698,E01028698,U
E01032780,E01032780,U
E01011746,E01011746,U
E01024822,E01024822,U
E01006104,E01006104,U
E01028700,E01028700,U
E01004214,E01004214,U
E01011752,E01011752,U
E01024824,E01024824,U
E01006105,E01006105,U
E01028703,E01028703,U
E01004216,E01004216,U
E01011753,E01011753,U
E01024832,E01024832,U
E01006106,E01006106,U
E01033305,E01033305,U
E01004217,E01004217,U
E01011756,E01011756,U
E01024834,E01024834,U
E01033306,E01033306,U
E01004218,E01004218,U
E01011760,E01034260,S
E01024795,E01024795,U
E01011760,E01034261,S
E01028726,E01028726,U
E01024796,E01024796,U
E01004274,E01004274,U
E01011762,E01011762,U
E01006107,E01006107,U
E01028736,E01035753,S
E01024830,E01024830,U
E01004275,E01004275,U
E01011743,E01011743,U
E01006108,E01006108,U
E01028736,E01035754,S
E01024831,E01024831,U
E01004276,E01004276,U
E01011744,E01011744,U
E01006102,E01006102,U
E01028737,E01028737,U
E01024792,E01024792,U
E01004281,E01004281,U
E01011747,E01011747,U
E01006173,E01006173,U
E01028690,E01028690,U
E01024794,E01024794,U
E01032775,E01032775,U
E01011750,E01011750,U
E01006175,E01006175,U
E01028691,E01028691,U
E01024804,E01024804,U
E01032783,E01032783,U
E01011754,E01011754,U
E01006176,E01006176,U
E01028692,E01028692,U
E01024805,E01024805,U
E01004280,E01004280,U
E01011757,E01011757,U
E01006177,E01006177,U
E01024806,E01024806,U
E01028702,E01028702,U
E01024797,E01024797,U
E01032770,E01032770,U
E01006091,E01006091,U
E01006092,E01006092,U
E01006095,E01006095,U
E01006167,E01006167,U
E01006168,E01006168,U
E01006090,E01006090,U
E01006094,E01006094,U
E01006096,E01006096,U
E01006100,E01006100,U
E01006103,E01006103,U
E01006101,E01006101,U
E01006190,E01006190,U
E01006195,E01006195,U
E01006196,E01006196,U
E01006210,E01006210,U
E01006204,E01006204,U
E01024817,E01024817,U
E01024818,E01024818,U
E01024819,E01024819,U
E01024820,E01024820,U
E01024787,E01024787,U
E01024788,E01024788,U
E01024790,E01024790,U
E01024791,E01024791,U
E01024803,E01024803,U
E01024789,E01024789,U
E01024807,E01024807,U
E01032772,E01032772,U
E01032773,E01035698,S
E01032773,E01035699,S
E01032774,E01032774,U
E01004277,E01004277,U
E01032771,E01032771,U
E01028704,E01028704,U
E01032781,E01032781,U
E01028716,E01028716,U
E01028717,E01028717,U
E01028718,E01028718,U
E01028719,E01028719,U
E01028749,E01028749,U
E01032782,E01032782,U
E01006109,E01006109,U
E01006110,E01006110,U
E01006111,E01006111,U
E01006112,E01006112,U
E01006185,E01034000,S
E01011778,E01011778,U
E01011817,E01011817,U
E01011837,E01011837,U
E01011818,E01011818,U
E01011829,E01011829,U
E01011838,E01011838,U
E01011830,E01011830,U
E01010306,E01010306,U
E01011841,E01011841,U
E01011831,E01011831,U
E01011770,E01011770,U
E01010316,E01010316,U
E01011832,E01011832,U
E01011833,E01011833,U
E01011899,E01011899,U
E01011900,E01011900,U
E01011901,E01011901,U
E01011904,E01011904,U
E01011918,E01011918,U
E01011922,E01011922,U
E01011779,E01011779,U
E01011780,E01011780,U
E01011781,E01011781,U
E01011782,E01011782,U
E01011783,E01011783,U
E01011902,E01011902,U
E01011903,E01011903,U
E01011905,E01011905,U
E01011907,E01011907,U
E01011793,E01011793,U
E01011794,E01011794,U
E01011795,E01011795,U
E01011796,E01011796,U
E01011799,E01011799,U
E01011800,E01011800,U
E01011898,E01011898,U
E01011906,E01011906,U
E01011908,E01011908,U
E01011917,E01011917,U
E01011944,E01011944,U
E01011797,E01011797,U
E01011798,E01011798,U
E01011801,E01011801,U
E01011802,E01011802,U
E01011765,E01011765,U
E01011766,E01011766,U
E01011773,E01011773,U
E01011774,E01011774,U
E01011939,E01011939,U
E01011945,E01011945,U
E01011947,E01011947,U
E01011948,E01011948,U
E01011767,E01011767,U
E01011768,E01011768,U
E01011769,E01034270,S
E01011769,E01034269,S
E01010407,E01010407,U
E01011759,E01011759,U
E01032889,E01033894,S
E01011842,E01011842,U
E01010307,E01010307,U
E01011813,E01011813,U
E01010408,E01010408,U
E01010335,E01010335,U
E01011761,E01011761,U
E01010302,E01010302,U
E01032889,E01033895,S
E01011849,E01011849,U
E01011814,E01011814,U
E01010393,E01010393,U
E01010304,E01010304,U
E01011763,E01011763,U
E01010337,E01010337,U
E01011857,E01011857,U
E01011815,E01011815,U
E01010394,E01010394,U
E01010269,E01010269,U
E01010305,E01010305,U
E01011764,E01011764,U
E01010338,E01010338,U
E01011928,E01011928,U
E01011816,E01011816,U
E01010396,E01010396,U
E01010270,E01010270,U
E01010308,E01010308,U
E01011748,E01011748,U
E01010339,E01010339,U
E01011931,E01011931,U
E01011819,E01011819,U
E01010400,E01010400,U
E01010362,E01010362,U
E01010345,E01010345,U
E01011749,E01034262,S
E01010310,E01010310,U
E01011932,E01011932,U
E01011822,E01011822,U
E01010241,E01010241,U
E01010363,E01010363,U
E01010346,E01010346,U
E01011749,E01034263,S
E01010312,E01010312,U
E01011938,E01011938,U
E01011884,E01011884,U
E01010242,E01010242,U
E01010402,E01010402,U
E01010347,E01010347,U
E01011751,E01011751,U
E01010313,E01010313,U
E01011929,E01011929,U
E01011912,E01011912,U
E01010243,E01010243,U
E01010244,E01010244,U
E01010320,E01010320,U
E01010322,E01010322,U
E01010323,E01010323,U
E01010324,E01010324,U
E01010271,E01010271,U
E01010272,E01010272,U
E01010273,E01010273,U
E01010295,E01010295,U
E01010279,E01010279,U
E01010374,E01010374,U
E01010375,E01010375,U
E01032888,E01032888,U
E01010378,E01010378,U
E01010379,E01010379,U
E01010382,E01010382,U
E01010383,E01010383,U
E01010376,E01010376,U
E01010377,E01010377,U
E01010380,E01010380,U
E01010381,E01010381,U
E01010267,E01010267,U
E01010268,E01010268,U
E01010274,E01010274,U
E01010275,E01010275,U
E01010245,E01010245,U
E01010246,E01010246,U
E01010247,E01010247,U
E01010248,E01010248,U
E01010388,E01010388,U
E01010258,E01010258,U
E01010259,E01010259,U
E01010260,E01010260,U
E01010266,E01010266,U
E01010317,E01010317,U
E01010318,E01010318,U
E01010325,E01010325,U
E01010369,E01010369,U
E01010401,E01010401,U
E01010403,E01010403,U
E01010404,E01010404,U
E01010314,E01010314,U
E01011930,E01011930,U
E01011913,E01011913,U
E01010315,E01010315,U
E01010350,E01010350,U
E01011933,E01011933,U
E01010329,E01010329,U
E01010249,E01010249,U
E01011937,E01011937,U
E01011916,E01034265,S
E01011755,E01011755,U
E01010250,E01010250,U
E01011934,E01011934,U
E01010355,E01010355,U
E01011916,E01034264,S
E01010405,E01010405,U
E01010356,E01010356,U
E01010252,E01010252,U
E01011840,E01011840,U
E01010406,E01010406,U
E01011936,E01011936,U
E01010357,E01010357,U
E01011873,E01011873,U
E01010254,E01010254,U
E01011850,E01011850,U
E01010409,E01010409,U
E01011940,E01011940,U
E01010358,E01010358,U
E01011877,E01011877,U
E01010348,E01010348,U
E01011852,E01011852,U
E01010385,E01010385,U
E01011943,E01011943,U
E01010359,E01010359,U
E01011894,E01011894,U
E01010349,E01010349,U
E01011853,E01011853,U
E01010386,E01010386,U
E01011935,E01011935,U
E01010360,E01010360,U
E01011895,E01011895,U
E01010351,E01010351,U
E01011920,E01011920,U
E01010387,E01010387,U
E01011941,E01011941,U
E01004349,E01004349,U
E01011875,E01011875,U
E01010352,E01010352,U
E01011923,E01011923,U
E01010392,E01010392,U
E01011942,E01011942,U
E01004350,E01004350,U
E01011876,E01011876,U
E01010284,E01010284,U
E01011924,E01011924,U
E01010326,E01010326,U
E01011946,E01011946,U
E01011785,E01011785,U
E01011789,E01011789,U
E01011791,E01011791,U
E01011792,E01011792,U
E01011771,E01011771,U
E01011772,E01011772,U
E01011784,E01011784,U
E01011786,E01011786,U
E01011854,E01011854,U
E01011855,E01011855,U
E01011856,E01011856,U
E01011858,E01011858,U
E01011787,E01011787,U
E01011788,E01011788,U
E01011790,E01011790,U
E01011865,E01011865,U
E01011867,E01011867,U
E01011859,E01011859,U
E01011869,E01011869,U
E01011870,E01011870,U
E01011871,E01011871,U
E01011860,E01011860,U
E01011861,E01011861,U
E01011862,E01011862,U
E01011863,E01011863,U
E01011864,E01011864,U
E01011866,E01011866,U
E01011868,E01011868,U
E01011872,E01011872,U
E01010301,E01010301,U
E01010303,E01010303,U
E01011878,E01011878,U
E01010285,E01010285,U
E01004351,E01004351,U
E01011925,E01011925,U
E01011880,E01011880,U
E01010327,E01010327,U
E01010286,E01010286,U
E01004356,E01004356,U
E01011909,E01011909,U
E01011881,E01011881,U
E01010328,E01010328,U
E01010290,E01010290,U
E01004357,E01004357,U
E01011887,E01011887,U
E01010330,E01010330,U
E01010251,E01010251,U
E01004352,E01004352,U
E01011910,E01011910,U
E01010368,E01010368,U
E01004353,E01004353,U
E01010253,E01010253,U
E01011911,E01011911,U
E01010370,E01010370,U
E01004354,E01004354,U
E01011893,E01011893,U
E01010255,E01010255,U
E01011914,E01011914,U
E01010371,E01033896,S
E01004358,E01004358,U
E01011896,E01011896,U
E01010256,E01010256,U
E01011915,E01011915,U
E01010371,E01033897,S
E01004359,E01004359,U
E01011897,E01011897,U
E01010257,E01010257,U
E01011823,E01011823,U
E01010372,E01010372,U
E01004384,E01004384,U
E01011874,E01011874,U
E01010292,E01010292,U
E01011824,E01011824,U
E01010373,E01010373,U
E01004385,E01004385,U
E01011879,E01011879,U
E01010294,E01010294,U
E01011825,E01011825,U
E01010361,E01010361,U
E01004386,E01004386,U
E01011882,E01011882,U
E01010296,E01010296,U
E01011826,E01011826,U
E01010364,E01010364,U
E01004389,E01004389,U
E01011883,E01011883,U
E01010297,E01010297,U
E01011827,E01011827,U
E01010365,E01010365,U
E01004390,E01004390,U
E01010291,E01010291,U
E01011828,E01011828,U
E01010366,E01010366,U
E01004355,E01004355,U
E01010367,E01010367,U
E01011889,E01011889,U
E01004360,E01004360,U
E01010293,E01010293,U
E01010384,E01010384,U
E01011805,E01011805,U
E01011892,E01011892,U
E01004413,E01004413,U
E01010298,E01010298,U
E01010389,E01010389,U
E01011807,E01011807,U
E01011919,E01011919,U
E01004415,E01004415,U
E01010299,E01010299,U
E01010390,E01010390,U
E01011808,E01011808,U
E01011921,E01011921,U
E01004416,E01004416,U
E01010300,E01010300,U
E01010391,E01010391,U
E01011810,E01011810,U
E01011926,E01011926,U
E01004361,E01004361,U
E01010319,E01010319,U
E01010261,E01010261,U
E01011803,E01011803,U
E01011927,E01011927,U
E01004414,E01004414,U
E01010321,E01010321,U
E01010263,E01010263,U
E01011804,E01011804,U
E01011845,E01011845,U
E01004417,E01004417,U
E01010353,E01010353,U
E01010264,E01010264,U
E01011806,E01011806,U
E01011846,E01011846,U
E01004451,E01004451,U
E01010354,E01010354,U
E01010265,E01010265,U
E01011809,E01011809,U
E01011847,E01011847,U
E01004452,E01004452,U
E01004450,E01004450,U
E01004453,E01004453,U
E01004454,E01004454,U
E01004455,E01004455,U
E01004456,E01004456,U
E01004379,E01004379,U
E01004380,E01004380,U
E01004381,E01004381,U
E01011811,E01011811,U
E01011835,E01011835,U
E01011836,E01011836,U
E01011839,E01011839,U
E01011843,E01011843,U
E01011844,E01011844,U
E01011758,E01011758,U
E01011812,E01011812,U
E01011820,E01011820,U
E01011821,E01011821,U
E01011885,E01011885,U
E01011886,E01011886,U
E01011888,E01011888,U
E01011890,E01011890,U
E01011891,E01011891,U
E01011834,E01011834,U
E01010395,E01010395,U
E01010397,E01010397,U
E01010398,E01010398,U
E01010399,E01010399,U
E01010282,E01010282,U
E01010287,E01010287,U
E01010288,E01010288,U
E01010289,E01010289,U
E01010277,E01010277,U
E01010283,E01010283,U
E01011848,E01011848,U
E01011851,E01011851,U
E01011775,E01034266,S
E01011775,E01034267,S
E01011775,E01034268,S
E01011776,E01011776,U
E01011777,E01011777,U
E01010336,E01010336,U
E01010340,E01010340,U
E01010341,E01010341,U
E01010342,E01010342,U
E01010343,E01010343,U
E01010344,E01010344,U
E01010331,E01010331,U
E01010332,E01010332,U
E01010333,E01010333,U
E01010334,E01010334,U
E01010262,E01010262,U
E01010309,E01010309,U
E01010311,E01010311,U
E01004383,E01004383,U
E01004387,E01004387,U
E01004388,E01004388,U
E01004343,E01004343,U
E01004344,E01004344,U
E01004382,E01004382,U
E01004418,E01004418,U
E01004419,E01004419,U
E01004398,E01004398,U
E01004399,E01004399,U
E01004400,E01004400,U
E01004402,E01004402,U
E01004403,E01004403,U
E01004345,E01004345,U
E01004348,E01004348,U
E01004377,E01004377,U
E01004378,E01004378,U
E01004342,E01004342,U
E01004346,E01004346,U
E01004347,E01004347,U
E01004460,E01004460,U
E01004462,E01004462,U
E01004396,E01004396,U
E01004457,E01004457,U
E01004458,E01004458,U
E01004459,E01004459,U
E01004463,E01004463,U
E01004407,E01004407,U
E01004541,E01004541,U
E01004410,E01004410,U
E01012472,E01012472,U
E01004464,E01004464,U
E01004469,E01004469,U
E01004470,E01004470,U
E01004471,E01004471,U
E01004391,E01004391,U
E01004393,E01004393,U
E01004401,E01004401,U
E01004404,E01004404,U
E01004461,E01034485,S
E01004461,E01034486,S
E01004412,E01004412,U
E01004465,E01004465,U
E01004466,E01004466,U
E01004467,E01004467,U
E01004468,E01004468,U
E01004406,E01004406,U
E01004408,E01004408,U
E01004409,E01004409,U
E01004411,E01004411,U
E01004443,E01004443,U
E01004447,E01004447,U
E01004392,E01004392,U
E01004545,E01004545,U
E01004434,E01004434,U
E01004534,E01004534,U
E01004546,E01004546,U
E01004394,E01004394,U
E01004536,E01004536,U
E01004549,E01004549,U
E01004397,E01004397,U
E01004335,E01004335,U
E01012476,E01012476,U
E01004552,E01004552,U
E01004625,E01004625,U
E01004444,E01004444,U
E01004337,E01004337,U
E01012477,E01012477,U
E01004585,E01004585,U
E01004626,E01004626,U
E01004446,E01004446,U
E01004338,E01004338,U
E01012473,E01012473,U
E01004588,E01004588,U
E01004632,E01004632,U
E01004395,E01004395,U
E01004421,E01004421,U
E01004445,E01004445,U
E01004448,E01004448,U
E01004449,E01004449,U
E01004363,E01004363,U
E01004364,E01004364,U
E01004366,E01004366,U
E01004367,E01004367,U
E01004368,E01004368,U
E01004365,E01004365,U
E01004405,E01004405,U
E01004420,E01004420,U
E01004423,E01004423,U
E01033153,E01034487,S
E01033153,E01034488,S
E01004362,E01004362,U
E01004436,E01004436,U
E01004437,E01004437,U
E01004439,E01004439,U
E01004442,E01004442,U
E01004422,E01004422,U
E01004424,E01004424,U
E01004425,E01004425,U
E01004426,E01004426,U
E01004427,E01004427,U
E01004369,E01004369,U
E01004370,E01004370,U
E01004372,E01004372,U
E01004432,E01004432,U
E01004435,E01004435,U
E01004333,E01004333,U
E01004334,E01004334,U
E01004438,E01004438,U
E01004440,E01004440,U
E01004441,E01004441,U
E01004371,E01004371,U
E01004373,E01004373,U
E01004374,E01004374,U
E01004375,E01004375,U
E01004376,E01004376,U
E01004336,E01004336,U
E01004428,E01004428,U
E01004429,E01004429,U
E01004430,E01004430,U
E01004634,E01004634,U
E01004554,E01004554,U
E01004635,E01004635,U
E01004636,E01004636,U
E01004556,E01004556,U
E01004637,E01004637,U
E01004586,E01004586,U
E01004481,E01004481,U
E01004587,E01004587,U
E01004488,E01004488,U
E01012474,E01012474,U
E01004589,E01004589,U
E01012475,E01012475,U
E01004547,E01004547,U
E01004509,E01035493,S
E01012554,E01012554,U
E01004548,E01004548,U
E01004339,E01004339,U
E01004509,E01035491,S
E01004340,E01004340,U
E01004482,E01004482,U
E01004511,E01004511,U
E01004341,E01004341,U
E01004485,E01004485,U
E01012467,E01012467,U
E01004602,E01004602,U
E01004327,E01004327,U
E01004487,E01004487,U
E01012468,E01012468,U
E01004609,E01004609,U
E01004328,E01004328,U
E01004489,E01004489,U
E01012469,E01012469,U
E01033093,E01035492,S
E01004329,E01004329,U
E01004490,E01004490,U
E01012470,E01012470,U
E01033093,E01035490,S
E01004330,E01004330,U
E01004491,E01004491,U
E01012460,E01012460,U
E01012462,E01012462,U
E01012463,E01012463,U
E01012464,E01012464,U
E01012459,E01012459,U
E01012461,E01012461,U
E01012465,E01012465,U
E01012466,E01012466,U
E01012526,E01012526,U
E01012534,E01012534,U
E01012535,E01012535,U
E01012537,E01012537,U
E01012539,E01012539,U
E01012538,E01012538,U
E01012540,E01012540,U
E01012541,E01012541,U
E01012542,E01012542,U
E01012543,E01012543,U
E01012544,E01012544,U
E01012521,E01012521,U
E01012522,E01012522,U
E01012533,E01012533,U
E01012536,E01012536,U
E01012545,E01012545,U
E01012546,E01012546,U
E01012561,E01012561,U
E01012562,E01012562,U
E01012567,E01035385,S
E01012567,E01035386,S
E01012568,E01035384,S
E01012568,E01035387,S
E01012568,E01035388,S
E01012563,E01012563,U
E01012564,E01012564,U
E01012565,E01035389,S
E01012565,E01035390,S
E01012566,E01012566,U
E01012569,E01012569,U
E01012570,E01012570,U
E01004479,E01004479,U
E01012481,E01012481,U
E01033135,E01033135,U
E01004550,E01004550,U
E01012482,E01012482,U
E01004506,E01004506,U
E01004555,E01004555,U
E01004494,E01004494,U
E01004513,E01004513,U
E01004600,E01035494,S
E01004600,E01035495,S
E01004601,E01004601,U
E01004493,E01004493,U
E01004512,E01004512,U
E01004620,E01004620,U
E01004621,E01004621,U
E01004623,E01004623,U
E01004627,E01004627,U
E01004499,E01004499,U
E01004502,E01004502,U
E01004504,E01004504,U
E01004594,E01004594,U
E01004596,E01004596,U
E01004629,E01004629,U
E01004472,E01004472,U
E01004474,E01004474,U
E01004476,E01004476,U
E01004542,E01004542,U
E01004544,E01004544,U
E01004628,E01004628,U
E01004630,E01004630,U
E01004631,E01004631,U
E01004633,E01004633,U
E01004569,E01004569,U
E01004570,E01004570,U
E01004571,E01004571,U
E01004573,E01004573,U
E01004495,E01004495,U
E01004496,E01004496,U
E01004497,E01004497,U
E01004622,E01004622,U
E01004624,E01004624,U
E01004593,E01004593,U
E01004595,E01004595,U
E01004597,E01004597,U
E01004598,E01004598,U
E01004599,E01004599,U
E01004473,E01004473,U
E01004475,E01004475,U
E01004480,E01004480,U
E01004483,E01004483,U
E01004484,E01004484,U
E01004486,E01004486,U
E01004543,E01004543,U
E01004331,E01004331,U
E01004492,E01004492,U
E01004332,E01004332,U
E01004560,E01004560,U
E01004566,E01004566,U
E01004582,E01004582,U
E01004583,E01004583,U
E01004562,E01035499,S
E01004562,E01035496,S
E01004562,E01035497,S
E01004562,E01035498,S
E01004563,E01004563,U
E01004564,E01004564,U
E01004567,E01004567,U
E01033098,E01033098,U
E01033100,E01033100,U
E01033132,E01033132,U
E01004539,E01004539,U
E01004540,E01004540,U
E01004577,E01004577,U
E01004584,E01004584,U
E01004579,E01004579,U
E01004580,E01004580,U
E01004581,E01004581,U
E01033099,E01033099,U
E01033101,E01035488,S
E01033101,E01035489,S
E01033133,E01033133,U
E01004565,E01004565,U
E01004590,E01004590,U
E01004638,E01004638,U
E01004498,E01004498,U
E01004591,E01004591,U
E01012520,E01012520,U
E01004639,E01004639,U
E01004592,E01004592,U
E01012523,E01012523,U
E01004532,E01004532,U
E01004640,E01004640,U
E01004604,E01004604,U
E01012524,E01012524,U
E01004611,E01004611,U
E01004641,E01004641,U
E01012525,E01012525,U
E01004612,E01004612,U
E01004508,E01004508,U
E01004618,E01004618,U
E01004605,E01004605,U
E01012478,E01012478,U
E01004510,E01004510,U
E01004531,E01004531,U
E01004606,E01004606,U
E01012547,E01012547,U
E01004514,E01004514,U
E01004533,E01004533,U
E01004607,E01004607,U
E01012548,E01012548,U
E01004515,E01004515,U
E01004610,E01004610,U
E01004608,E01004608,U
E01012549,E01012549,U
E01004551,E01004551,U
E01004613,E01004613,U
E01004535,E01004535,U
E01012550,E01012550,U
E01004568,E01004568,U
E01004614,E01004614,U
E01004537,E01004537,U
E01012453,E01012453,U
E01004574,E01004574,U
E01004615,E01004615,U
E01004538,E01004538,U
E01012454,E01012454,U
E01004575,E01004575,U
E01004616,E01004616,U
E01012455,E01012455,U
E01004576,E01004576,U
E01004617,E01004617,U
E01012457,E01012457,U
E01004500,E01004500,U
E01004525,E01004525,U
E01012551,E01012551,U
E01004501,E01004501,U
E01004526,E01004526,U
E01012552,E01012552,U
E01004503,E01004503,U
E01012553,E01012553,U
E01004505,E01004505,U
E01012555,E01012555,U
E01004527,E01004527,U
E01004507,E01004507,U
E01012556,E01012556,U
E01004528,E01004528,U
E01004553,E01004553,U
E01012491,E01012491,U
E01004529,E01004529,U
E01004557,E01004557,U
E01012492,E01012492,U
E01004530,E01004530,U
E01004558,E01004558,U
E01012493,E01012493,U
E01004516,E01004516,U
E01004559,E01004559,U
E01012494,E01012494,U
E01004518,E01004518,U
E01004619,E01004619,U
E01012500,E01012500,U
E01004519,E01004519,U
E01004572,E01004572,U
E01012495,E01012495,U
E01004520,E01004520,U
E01004642,E01004642,U
E01012496,E01012496,U
E01004523,E01004523,U
E01004643,E01004643,U
E01012497,E01012497,U
E01004517,E01004517,U
E01004644,E01004644,U
E01012498,E01012498,U
E01004521,E01004521,U
E01004645,E01004645,U
E01012499,E01012499,U
E01004522,E01004522,U
E01004477,E01004477,U
E01012501,E01012501,U
E01004524,E01004524,U
E01004478,E01004478,U
E01012479,E01012479,U
E01012471,E01012471,U
E01012480,E01012480,U
E01012510,E01012510,U
E01012511,E01012511,U
E01033299,E01033299,U
E01033303,E01033303,U
E01012458,E01012458,U
E01012483,E01012483,U
E01012509,E01012509,U
E01012512,E01012512,U
E01033300,E01033300,U
E01033302,E01033302,U
E01012527,E01012527,U
E01012528,E01012528,U
E01012529,E01012529,U
E01012530,E01012530,U
E01012531,E01012531,U
E01012532,E01012532,U
E01012504,E01035391,S
E01030890,E01030890,U
E01030902,E01030902,U
E01030903,E01030903,U
E01030904,E01030904,U
E01030891,E01030891,U
E01030892,E01030892,U
E01030899,E01030899,U
E01030900,E01030900,U
E01030901,E01030901,U
E01030884,E01030884,U
E01030885,E01030885,U
E01030886,E01030886,U
E01030893,E01030893,U
E01030895,E01030895,U
E01030881,E01030881,U
E01030883,E01030883,U
E01030888,E01030888,U
E01031318,E01035039,S
E01030894,E01030894,U
E01030911,E01030911,U
E01030912,E01030912,U
E01031319,E01031319,U
E01030913,E01030913,U
E01031320,E01031320,U
E01030920,E01030920,U
E01031261,E01031261,U
E01030921,E01030921,U
E01031262,E01031262,U
E01012504,E01035392,S
E01031277,E01031277,U
E01021230,E01021230,U
E01031263,E01031263,U
E01031264,E01031264,U
E01031265,E01031265,U
E01031266,E01031266,U
E01031259,E01031259,U
E01031260,E01031260,U
E01031267,E01031267,U
E01031268,E01031268,U
E01031269,E01031269,U
E01031327,E01031327,U
E01031328,E01031328,U
E01031329,E01031329,U
E01031330,E01031330,U
E01031331,E01031331,U
E01023904,E01023904,U
E01023905,E01023905,U
E01023906,E01023906,U
E01023907,E01023907,U
E01023890,E01023890,U
E01023891,E01023891,U
E01023892,E01023892,U
E01023893,E01023893,U
E01023894,E01023894,U
E01023873,E01023873,U
E01023874,E01023874,U
E01023875,E01023875,U
E01023876,E01023876,U
E01023877,E01023877,U
E01023868,E01023868,U
E01023869,E01023869,U
E01023870,E01023870,U
E01023871,E01023871,U
E01023872,E01023872,U
E01023895,E01023895,U
E01023896,E01023896,U
E01023897,E01023897,U
E01023898,E01023898,U
E01023855,E01023855,U
E01023856,E01023856,U
E01023857,E01023857,U
E01023858,E01023858,U
E01023878,E01023878,U
E01023879,E01035572,S
E01023879,E01035573,S
E01023880,E01023880,U
E01030270,E01030270,U
E01030882,E01030882,U
E01030939,E01030939,U
E01023881,E01023881,U
E01023886,E01023886,U
E01030887,E01030887,U
E01023887,E01023887,U
E01030864,E01030864,U
E01030889,E01030889,U
E01012505,E01012505,U
E01023888,E01023888,U
E01030896,E01030896,U
E01031278,E01031278,U
E01023889,E01023889,U
E01012506,E01012506,U
E01030897,E01030897,U
E01023859,E01035575,S
E01021231,E01021231,U
E01031279,E01031279,U
E01012507,E01012507,U
E01030289,E01030289,U
E01030879,E01030879,U
E01030916,E01030916,U
E01023859,E01035577,S
E01021151,E01021151,U
E01031280,E01031280,U
E01012508,E01012508,U
E01030290,E01030290,U
E01030941,E01030941,U
E01030917,E01030917,U
E01023860,E01023860,U
E01021152,E01021152,U
E01031301,E01031301,U
E01012513,E01012513,U
E01030233,E01030233,U
E01030235,E01030235,U
E01030268,E01030268,U
E01030269,E01030269,U
E01030288,E01030288,U
E01030247,E01030247,U
E01030254,E01030254,U
E01030256,E01030256,U
E01030258,E01030258,U
E01030276,E01030276,U
E01030257,E01030257,U
E01030274,E01030274,U
E01030275,E01030275,U
E01030287,E01030287,U
