LSOA11CD,pct_bad_health_2011,pct_bad_health_2021
E01014078,6.023,4.897
E01014079,4.585,5.324
E01014080,6.295,6.328
E01014081,5.135,4.868
E01014082,5.338,5.208
E01014083,5.666,4.092
E01014084,6.226,6.595
E01014085,4.93,5.8
E01014086,6.146,7.593
E01014087,4.555,4.167
E01014088,4.809,6.189
E01014089,5.42,4.441
E01014090,4.47,4.452
E01014091,3.204,4.593
E01014092,5.254,4.197
E01014093,8.466,4.512
E01014094,5.049,3.817
E01014095,3.748,4.226
E01014096,4.391,4.188
E01014097,4.639,3.915
E01014098,6.501,5.788
E01014099,4.825,4.762
E01014100,4.46,4.225
E01014101,2.884,3.561
E01014102,3.346,3.661
E01014103,4.13,5.862
E01014104,5.588,6.232
E01014105,6.253,5.065
E01014106,6.439,7.568
E01014107,5.932,4.653
E01014108,7.43,10.303
E01014109,4.694,6.27
E01014110,6.404,5.999
E01014111,4.581,4.505
E01014112,5.439,3.821
E01014113,8.379,8.347
E01014114,4.876,6.936
E01014115,8.65,7.672
E01014116,10.764,9.983
E01014117,4.979,6.885
E01014118,6.584,7.654
E01014119,5.971,6.556
E01014120,9.738,9.548
E01014121,9.87,9.608
E01014122,4.598,5.653
E01014123,3.721,4.571
E01014124,10.629,9.773
E01014125,9.085,7.133
E01014126,9.87,8.251
E01014127,8.633,9.127
E01014128,9.087,9.095
E01014129,9.913,7.221
E01014130,3.822,4.167
E01014131,2.765,4.358
E01014132,3.426,3.853
E01014133,7.06,5.619
E01014134,5.046,4.851
E01014135,3.563,3.443
E01014136,9.823,7.973
E01014137,3.783,3.387
E01014138,6.46,7.049
E01014139,8.453,7.79
E01014140,8.271,8.298
E01014141,4.966,3.367
E01014142,7.561,9.461
E01014143,9.825,8.777
E01014144,11.765,8.197
E01014145,7.183,7.254
E01014146,5.606,4.894
E01014147,4.038,3.617
E01014148,5.425,3.797
E01014149,5.051,4.834
E01014150,5.839,4.591
E01014151,9.176,8.446
E01014152,11.018,7.869
E01014153,7.325,6.764
E01014154,6.603,6.043
E01014155,7.828,10.205
E01014156,5.139,4.241
E01014157,3.586,3.098
E01014158,5.189,6.825
E01014159,9.748,9.911
E01014160,3.718,4.519
E01014161,5.934,7.089
E01014162,11.444,10.061
E01014163,8.91,6.852
E01014164,9.715,11.671
E01014165,9.796,9.53
E01014166,6.452,7.546
E01014167,2.719,3.384
E01014168,2.88,5.193
E01014169,3.454,3.998
E01014170,6.073,5.697
E01014171,6.413,6.667
E01014172,3.767,3.209
E01014173,6.581,6.969
E01014174,3.749,4.201
E01014175,5.965,4.676
E01014176,5.485,6.784
E01014177,4.335,3.876
E01014178,7.86,6.112
E01014179,4.782,5.798
E01014180,9.445,8.015
E01014181,1.448,1.68
E01014182,2.372,2.274
E01014183,4.041,4.399
E01014184,5.007,4.491
E01014185,10.116,10.817
E01014186,4.812,5.706
E01014187,7.682,8.069
E01014188,2.861,4.512
E01014189,3.578,5.199
E01014190,3.173,4.224
E01014191,5.913,6.755
E01014192,5.059,5.06
E01014193,7.236,6.734
E01014194,5.592,6.301
E01014195,2.903,4.459
E01014196,7.842,8.135
E01014197,8.601,6.587
E01014198,8.433,7.795
E01014199,4.483,5.491
E01014200,7.728,5.874
E01014201,5.905,10.475
E01014202,3.474,4.105
E01014203,4.475,4.892
E01014204,3.735,4.097
E01014205,5.065,6.264
E01014206,6.959,5.199
E01014207,5.732,5.951
E01014208,7.586,7.749
E01014209,7.682,7.821
E01014210,10.671,10.116
E01014211,12.062,10.319
E01014212,12.891,10.997
E01014213,7.754,7.192
E01014214,6.323,4.524
E01014215,7.039,5.291
E01014216,6.33,6.273
E01014217,11.15,9.517
E01014218,10.258,8.733
E01014219,7.311,7.267
E01014220,14.478,9.35
E01014221,10.957,8.313
E01014222,10.216,9.663
E01014223,12.089,10.461
E01014224,15.212,10.235
E01014225,7.114,5.973
E01014226,12.637,11.403
E01014228,7.551,8.47
E01014229,10.011,9.791
E01014230,7.564,7.292
E01014231,11.156,6.244
E01014233,7.583,6.537
E01014234,8.144,7.974
E01014235,12.161,8.829
E01014236,6.997,6.723
E01014237,13.379,8.945
E01014238,11.541,9.219
E01014239,6.671,6.149
E01014240,8.829,6.74
E01014241,9.744,7.913
E01014242,9.215,9.185
E01014243,6.784,7.449
E01014244,8.9,8.961
E01014245,6.175,5.387
E01014246,9.726,10.229
E01014247,9.211,8.333
E01014248,8.141,7.715
E01014249,9.62,8.708
E01014250,12.577,10.195
E01014251,10.432,8.607
E01014252,6.124,5.756
E01014253,6.447,4.887
E01014254,8.142,6.66
E01014255,10.246,10.758
E01014256,11.289,7.681
E01014257,10.054,7.984
E01014258,3.164,3.386
E01014259,8.14,11.894
E01014260,12.182,10.666
E01014261,9.473,9.518
E01014262,9.124,7.859
E01014263,8.77,8.672
E01014264,5.766,5.524
E01014265,4.681,4.579
E01014266,9.061,7.543
E01014267,6.337,7.422
E01014268,9.795,8.265
E01014269,8.717,8.343
E01014270,6.684,5.318
E01014271,5.967,6.422
E01014272,4.765,4.022
E01014273,6.641,7.278
E01014274,7.839,8.804
E01014275,12.509,10.996
E01014276,6.612,7.152
E01014277,8.087,6.969
E01014278,8.936,9.776
E01014279,6.467,7.087
E01014280,7.921,7.596
E01014281,5.08,4.76
E01014282,5.045,4.238
E01014283,3.822,4.276
E01014284,2.245,3.006
E01014285,6.111,5.931
E01014286,7.756,5.3
E01014287,9.719,8.068
E01014288,3.133,4.771
E01014289,4.467,3.874
E01014290,4.131,4.651
E01014291,6.963,4.879
E01014292,4.747,3.849
E01014293,5.483,6.562
E01014294,9.797,8.165
E01014295,6.096,7.425
E01014296,8.573,8.886
E01014297,5.747,5.198
E01014298,9.981,9.184
E01014299,6.01,6.264
E01014300,8.69,9.397
E01014301,3.993,3.867
E01014302,10.538,11.545
E01014303,6.391,5.87
E01014304,6.036,8.116
E01014305,6.452,5.879
E01014306,9.373,8.696
E01014307,7.086,5.357
E01014308,7.794,8.616
E01014309,9.728,8.943
E01014310,3.492,4.375
E01014311,10.418,9.677
E01014312,8.491,7.692
E01014313,13.648,14.533
E01014314,5.591,3.824
E01014315,6.536,5.259
E01014316,8.429,8.885
E01014317,14.066,11.567
E01014318,4.006,4.1
E01014319,6.755,6.644
E01014320,3.253,3.249
E01014321,6.316,7.687
E01014322,7.04,6.667
E01014323,4.867,6.486
E01014324,7.708,6.039
E01014325,3.745,3.591
E01014326,3.372,3.888
E01014327,6.543,6.338
E01014328,7.981,8.669
E01014329,10.444,8.039
E01014330,12.288,9.145
E01014331,9.948,7.955
E01014332,9.803,8.478
E01014333,6.849,6.317
E01014334,13.655,12.425
E01014335,6.915,5.591
E01014336,12.166,9.309
E01014337,8.805,7.986
E01014338,6.321,4.225
E01014339,5.847,6.164
E01014340,5.867,6.933
E01014341,8.295,6.18
E01014342,8.311,9.367
E01014343,6.554,6.999
E01014344,6.283,7.546
E01014345,7.683,6.676
E01014346,7.419,6.545
E01014347,2.972,3.015
E01014348,4.685,6.713
E01014349,4.829,5.556
E01014350,3.65,3.017
E01014351,7.634,6.137
E01014352,3.752,3.55
E01014353,6.784,7.321
E01014354,11.795,10.605
E01014355,8.381,6.351
E01014356,7.535,6.406
E01014357,12.977,14.987
E01014358,9.033,8.728
E01014359,7.709,6.193
E01014360,4.774,3.172
E01014361,7.305,5.534
E01014362,6.69,5.85
E01014363,8.815,8.263
E01014364,10.428,9.493
E01014365,7.037,8.95
E01014366,9.742,9.276
E01014367,13.63,9.695
E01014368,9.831,9.018
E01014369,8.012,6.462
E01014370,7.778,7.111
E01014371,3.537,2.91
E01014372,4.291,4.362
E01014373,3.948,3.674
E01014374,4.094,4.82
E01014375,2.711,3.483
E01014376,4.536,3.03
E01014377,2.841,3.53
E01014379,3.573,3.015
E01014380,1.833,1.472
E01014381,3.108,2.338
E01014382,2.808,3.414
E01014383,2.854,2.096
E01014384,4.188,2.954
E01014385,3.551,3.215
E01014386,2.939,3.38
E01014387,4.951,3.399
E01014388,2.835,2.786
E01014389,4.702,4.158
E01014390,6.443,7.442
E01014391,3.282,3.355
E01014392,4.939,6.897
E01014393,5.037,2.751
E01014394,4.532,4.005
E01014395,3.158,3.666
E01014396,4.393,4.627
E01014397,3.582,2.943
E01014398,3.795,3.993
E01014399,4.372,5.312
E01014400,4.012,4.19
E01014401,6.565,5.595
E01014402,5.166,4.022
E01014403,9.396,6.873
E01014404,5.333,6.188
E01014405,4.046,3.14
E01014407,6.883,4.366
E01014409,7.547,6.58
E01014410,1.695,3.191
E01014411,4.078,3.217
E01014412,2.257,2.026
E01014413,1.94,1.046
E01014414,5.036,4.781
E01014415,2.299,1.789
E01014416,4.259,4.532
E01014417,3.464,2.604
E01014418,2.876,3.1
E01014419,6.656,5.603
E01014420,4.201,3.903
E01014421,3.022,2.897
E01014422,3.645,4.673
E01014423,3.499,5.003
E01014424,3.371,3.76
E01014425,4.119,4.656
E01014426,6.458,6.996
E01014427,3.183,3.481
E01014428,3.212,2.812
E01014429,3.098,2.355
E01014430,4.932,5.313
E01014431,3.918,5.224
E01014432,6.186,4.529
E01014433,4.124,5.421
E01014434,3.075,4.325
E01014435,2.26,1.831
E01014436,4.924,2.971
E01014437,6.175,7.322
E01014438,5.781,7.723
E01014439,8.273,6.134
E01014440,2.899,3.102
E01014441,4.022,4.487
E01014442,4.227,5.048
E01014443,3.556,4.007
E01014444,2.167,3.166
E01014445,6.169,6.254
E01014446,3.664,4.33
E01014447,6.13,3.865
E01014448,6.151,6.64
E01014449,3.406,3.959
E01014450,6.915,5.918
E01014451,4.051,4.655
E01014452,5.982,6.223
E01014453,3.407,2.657
E01014454,1.493,1.757
E01014455,5.315,4.074
E01014456,4.591,4.122
E01014457,3.333,4.111
E01014458,7.631,8.43
E01014459,7.418,4.382
E01014460,5.565,3.009
E01014461,7.24,6.879
E01014462,6.301,5.758
E01014463,9.465,7.615
E01014464,6.401,6.33
E01014465,2.505,3.37
E01014466,3.642,4.083
E01014467,2.778,3.506
E01014468,2.895,2.714
E01014469,6.477,6.078
E01014470,2.778,3.267
E01014471,3.032,3.69
E01014472,3.738,4.538
E01014473,4.187,4.523
E01014474,4.987,3.744
E01014475,2.713,3.005
E01014476,2.78,2.218
E01014477,3.439,3.518
E01014478,3.701,6.454
E01014479,4.93,3.041
E01014480,5.155,5.681
E01014481,1.661,1.727
E01014482,1.643,1.91
E01014483,3.114,3.331
E01014484,3.121,2.165
E01014485,5.779,4.68
E01014486,6.776,5.244
E01014487,2.4,2.162
E01014488,4.114,3.199
E01014489,5.368,4.699
E01014491,2.599,2.221
E01014492,8.593,8.024
E01014493,7.392,6.951
E01014494,5.703,3.234
E01014495,7.947,6.814
E01014496,5.098,5.033
E01014497,6.59,6.214
E01014498,5.18,5.526
E01014499,7.511,7.606
E01014500,5.581,6.132
E01014501,10.095,7.782
E01014502,8.45,5.82
E01014504,3.469,3.775
E01014505,3.793,2.779
E01014506,3.483,2.929
E01014507,2.043,1.852
E01014508,4.297,2.501
E01014509,1.989,1.693
E01014510,2.194,2.114
E01014511,2.112,1.535
E01014512,3.522,3.176
E01014513,2.263,1.745
E01014514,3.053,3.699
E01014515,8.266,8.527
E01014516,9.311,8.198
E01014517,8.519,7.075
E01014518,6.239,4.045
E01014519,7.165,6.106
E01014520,3.929,4.179
E01014521,7.207,5.38
E01014522,7.939,7.812
E01014523,5.181,6.344
E01014524,5.088,5.006
E01014525,4.035,3.862
E01014526,6.987,6.663
E01014527,5.655,5.822
E01014528,3.941,4.34
E01014529,5.59,7.537
E01014530,4.552,4.113
E01014531,3.612,2.951
E01014532,4.7,3.864
E01014533,3.268,3.658
E01014534,3.274,3.763
E01014535,4.616,3.789
E01014536,7.724,11.374
E01014537,6.317,5.476
E01014538,1.804,1.44
E01014539,3.435,2.727
E01014540,3.288,2.691
E01014542,1.598,1.43
E01014544,2.034,2.555
E01014545,2.476,2.352
E01014546,1.932,1.942
E01014547,2.491,2.111
E01014548,3.432,2.66
E01014549,4.03,3.431
E01014550,1.434,2.074
E01014551,1.797,1.22
E01014552,2.191,1.624
E01014553,1.863,1.88
E01014554,2.18,1.903
E01014555,3.411,2.175
E01014556,2.862,2.57
E01014557,1.713,1.485
E01014558,3.093,2.87
E01014559,3.28,1.241
E01014560,2.277,2.83
E01014561,2.872,2.759
E01014562,1.36,1.948
E01014563,1.268,1.955
E01014564,5.636,4.375
E01014565,8.662,6.356
E01014566,4.434,5.003
E01014567,3.51,3.874
E01014568,6.787,6.019
E01014569,5.447,4.238
E01014570,5.921,2.761
E01014571,5.475,5.333
E01014572,5.331,3.519
E01014573,4.355,3.903
E01014574,6.097,5.953
E01014575,7.234,5.332
E01014576,4.115,4.582
E01014577,4.262,4.493
E01014578,6.432,6.606
E01014579,6.695,5.054
E01014580,12.416,13.16
E01014581,11.445,10.69
E01014582,8.714,8.612
E01014583,7.639,7.434
E01014584,8.471,9.019
E01014585,8.23,8.304
E01014586,9.152,7.663
E01014587,10.284,8.119
E01014588,5.803,6.043
E01014589,9.373,10.037
E01014590,6.012,4.151
E01014591,5.393,4.012
E01014592,4.783,4.184
E01014593,7.459,8.612
E01014594,8.433,7.035
E01014595,8.751,10.129
E01014596,12.311,8.784
E01014597,10.682,9.698
E01014598,5.87,3.318
E01014599,3.125,3.275
E01014600,8.147,8.195
E01014601,10.951,7.043
E01014602,7.279,6.399
E01014603,5.014,5.443
E01014605,11.022,9.646
E01014607,4.482,3.58
E01014608,7.683,7.629
E01014609,8.723,7.563
E01014610,10.401,10.728
E01014611,6.926,5.548
E01014612,6.616,6.0
E01014613,5.192,5.616
E01014614,6.235,5.456
E01014615,3.213,2.293
E01014616,4.142,4.32
E01014617,2.913,2.206
E01014618,3.361,3.142
E01014619,2.201,1.297
E01014620,3.159,2.673
E01014621,2.791,2.248
E01014622,5.033,4.68
E01014623,4.537,4.594
E01014624,6.617,6.132
E01014626,7.136,5.713
E01014627,4.942,4.053
E01014629,6.364,6.827
E01014630,7.174,7.744
E01014631,7.919,7.73
E01014632,5.25,5.039
E01014633,3.81,3.529
E01014634,3.237,2.799
E01014635,2.949,2.912
E01014636,7.62,7.294
E01014637,1.678,2.191
E01014638,10.653,10.387
E01014639,6.76,6.94
E01014640,8.115,5.921
E01014641,5.773,5.049
E01014642,5.659,4.59
E01014643,7.185,8.595
E01014644,6.217,5.464
E01014645,7.796,6.589
E01014646,7.756,7.248
E01014647,6.944,6.811
E01014648,3.58,3.103
E01014649,3.639,3.392
E01014650,7.353,5.903
E01014651,3.924,4.096
E01014653,8.282,6.489
E01014654,7.017,6.785
E01014655,7.78,5.916
E01014658,7.441,5.615
E01014659,5.687,6.56
E01014660,9.542,8.506
E01014661,6.611,6.55
E01014662,5.143,4.588
E01014663,7.789,8.803
E01014664,9.008,6.45
E01014665,5.281,3.409
E01014666,2.083,1.714
E01014667,1.833,1.697
E01014668,1.893,1.999
E01014669,2.259,1.818
E01014670,1.851,1.851
E01014671,3.792,2.924
E01014672,4.441,5.863
E01014673,6.081,4.502
E01014674,5.98,5.39
E01014675,4.904,4.695
E01014676,6.45,6.903
E01014677,3.397,3.067
E01014678,4.75,3.812
E01014679,5.0,4.02
E01014680,4.351,3.689
E01014681,5.369,5.47
E01014682,7.107,4.98
E01014683,6.619,7.234
E01014684,7.436,5.876
E01014685,7.522,7.575
E01014686,6.994,5.702
E01014687,6.835,6.399
E01014688,6.818,5.503
E01014689,8.853,9.46
E01014690,6.321,6.557
E01014691,8.716,10.07
E01014692,7.031,5.492
E01014693,4.592,5.647
E01014694,8.374,8.028
E01014695,7.832,6.814
E01014696,2.889,2.044
E01014698,2.991,2.796
E01014699,7.977,5.64
E01014700,3.079,2.924
E01014701,3.254,2.698
E01014702,4.815,3.102
E01014703,9.437,8.623
E01014704,6.723,7.609
E01014705,6.781,5.792
E01014706,10.337,12.097
E01014707,4.588,6.281
E01014708,5.165,6.161
E01014709,3.015,2.273
E01014710,2.632,2.83
E01014711,4.026,3.771
E01014712,3.614,5.482
E01014713,2.756,2.715
E01014714,2.483,1.821
E01014715,1.862,2.231
E01014716,3.209,3.133
E01014717,5.824,5.861
E01014718,2.724,4.396
E01014719,4.026,2.901
E01014720,7.196,7.824
E01014721,8.157,7.22
E01014722,3.418,4.906
E01014723,3.274,3.263
E01014725,3.951,4.856
E01014726,10.97,9.339
E01014727,9.487,8.105
E01014729,7.108,6.033
E01014730,5.518,4.502
E01014731,4.128,3.731
E01014732,3.359,2.989
E01014733,3.414,2.406
E01014734,3.549,2.75
E01014735,4.226,3.577
E01014736,6.292,6.528
E01014737,2.389,2.861
E01014738,3.891,4.013
E01014739,4.301,4.167
E01014740,2.41,2.763
E01014741,4.52,5.302
E01014742,3.706,3.296
E01014744,5.067,7.104
E01014745,6.74,7.184
E01014746,6.383,8.063
E01014747,2.587,4.327
E01014748,3.797,4.516
E01014749,2.065,2.641
E01014750,5.12,5.047
E01014751,7.929,7.813
E01014752,3.564,3.711
E01014753,4.972,7.908
E01014754,6.114,5.635
E01014755,5.7,6.072
E01014756,4.683,4.442
E01014757,3.123,4.568
E01014758,8.204,7.059
E01014759,5.587,4.261
E01014760,4.53,4.127
E01014761,2.912,3.667
E01014762,3.062,3.322
E01014763,3.947,4.817
E01014764,6.102,5.61
E01014765,4.601,4.336
E01014766,4.586,2.304
E01014767,3.607,3.742
E01014769,5.023,3.918
E01014770,7.016,6.449
E01014771,5.916,6.192
E01014772,4.744,7.288
E01014773,2.722,3.282
E01014774,7.929,7.544
E01014775,2.031,3.058
E01014776,2.658,2.215
E01014777,3.62,4.008
E01014778,2.773,3.294
E01014779,5.789,5.64
E01014780,5.178,5.364
E01014781,6.542,7.683
E01014782,3.091,4.08
E01014783,4.648,4.475
E01014784,4.844,4.908
E01014785,3.68,3.776
E01014786,6.892,6.829
E01014787,4.821,3.461
E01014789,4.22,4.402
E01014790,5.574,2.932
E01014792,5.281,4.523
E01014793,3.307,2.165
E01014794,3.774,3.851
E01014795,5.417,5.281
E01014796,5.015,5.025
E01014797,3.532,4.906
E01014798,3.264,2.29
E01014799,8.824,9.459
E01014800,8.664,8.43
E01014801,11.104,10.955
E01014802,10.846,10.341
E01014803,7.167,4.645
E01014804,8.018,8.086
E01014805,6.402,5.283
E01014806,12.66,13.329
E01014807,6.72,7.389
E01014808,4.488,4.37
E01014809,6.472,6.152
E01014810,6.936,4.815
E01014811,9.912,7.778
E01014812,6.899,7.329
E01014813,5.075,5.208
E01014815,6.119,7.117
E01014816,6.452,5.466
E01014817,5.855,5.665
E01014818,4.24,3.13
E01014819,4.703,4.777
E01014820,7.566,8.937
E01014821,4.187,3.363
E01014822,2.374,3.416
E01014823,4.257,3.013
E01014824,5.079,4.775
E01014825,4.241,3.44
E01014826,4.259,4.555
E01014827,7.211,6.598
E01014828,6.736,7.238
E01014829,9.365,9.517
E01014830,5.474,5.182
E01014831,9.896,11.653
E01014832,11.707,13.091
E01014833,12.619,9.479
E01014834,9.261,9.111
E01014835,9.618,11.119
E01014836,6.744,6.944
E01014838,4.943,4.953
E01014839,4.438,4.807
E01014840,7.482,8.218
E01014841,8.862,7.509
E01014842,7.47,6.708
E01014843,12.287,9.925
E01014844,9.732,9.097
E01014845,5.16,6.867
E01014846,7.493,5.798
E01014847,2.627,3.035
E01014848,4.571,3.645
E01014849,3.29,3.092
E01014850,3.473,2.762
E01014851,3.673,3.364
E01014852,4.842,2.662
E01014853,3.404,3.339
E01014854,2.819,3.121
E01014855,4.245,2.755
E01014856,3.701,5.484
E01014857,3.55,4.752
E01014858,3.138,3.12
E01014859,4.392,3.8
E01014860,5.529,6.02
E01014861,4.185,4.46
E01014862,3.661,4.117
E01014863,4.746,5.01
E01014864,3.706,3.604
E01014865,3.655,3.873
E01014866,4.874,4.065
E01014867,5.473,7.121
E01014868,3.479,2.834
E01014869,3.205,2.525
E01014870,3.985,3.794
E01014871,5.82,4.355
E01014872,2.511,2.824
E01014873,1.327,1.931
E01014874,2.003,2.478
E01014875,1.786,2.703
E01014876,1.224,1.842
E01014877,1.727,2.2
E01014878,1.562,2.416
E01014879,4.089,3.261
E01014880,1.855,2.69
E01014881,1.534,1.592
E01014882,3.407,4.305
E01014883,2.922,3.336
E01014884,3.271,5.72
E01014885,2.677,2.729
E01014886,6.045,6.991
E01014887,3.15,2.505
E01014888,4.267,5.266
E01014889,3.063,4.187
E01014890,3.716,2.782
E01014891,2.703,2.96
E01014892,4.337,5.627
E01014893,4.685,4.956
E01014894,2.37,3.485
E01014895,2.11,3.331
E01014896,2.477,4.462
E01014897,2.737,3.024
E01014898,4.856,5.735
E01014899,5.627,5.35
E01014900,5.157,5.471
E01014901,2.374,2.657
E01014902,2.881,2.838
E01014903,4.842,3.349
E01014904,7.128,5.243
E01014905,4.515,3.249
E01014906,6.519,6.468
E01014907,4.248,5.1
E01014908,4.091,3.244
E01014909,3.495,3.531
E01014910,4.351,3.796
E01014911,3.752,3.571
E01014912,3.324,2.842
E01014913,2.959,2.46
E01014914,6.977,5.589
E01014915,6.501,5.981
E01014916,6.101,5.247
E01014917,5.701,5.279
E01014918,6.629,4.908
E01014919,3.462,3.483
E01014920,3.737,4.453
E01014921,4.037,4.314
E01014922,4.845,4.124
E01014923,6.435,5.649
E01014924,5.722,4.92
E01014925,5.422,5.837
E01014926,7.003,7.733
E01014927,7.99,8.026
E01014928,5.505,6.581
E01014929,3.761,4.332
E01014930,2.629,3.501
E01014931,4.849,4.317
E01014932,4.205,4.682
E01014933,3.082,2.765
E01014934,3.88,4.506
E01014935,2.523,3.107
E01014936,5.563,4.658
E01014937,3.51,4.325
E01014938,3.876,4.046
E01014939,3.862,4.479
E01014940,3.306,3.477
E01014941,8.725,7.2
E01014942,8.62,6.688
E01014943,2.962,2.908
E01014944,1.72,1.976
E01014945,4.826,5.066
E01014946,5.972,4.154
E01014947,5.977,5.144
E01014948,7.147,7.961
E01014949,3.592,3.279
E01014950,4.272,4.063
E01014951,6.43,5.011
E01014952,4.843,4.056
E01014953,3.036,3.786
E01014954,5.198,4.91
E01014955,4.371,4.032
E01014956,4.497,4.642
E01014957,4.382,3.96
E01014958,5.957,5.955
E01014959,4.903,2.902
E01014960,6.131,5.236
E01014961,5.815,5.997
E01014962,3.432,3.032
E01014963,2.606,3.392
E01014964,1.987,2.347
E01014965,4.15,2.771
E01014966,2.157,2.113
E01014967,1.464,2.361
E01014968,7.535,6.711
E01014969,2.627,3.667
E01014972,4.509,4.921
E01014973,6.899,6.978
E01014974,5.968,6.121
E01014975,4.892,5.137
E01014976,6.966,5.769
E01014977,8.471,7.036
E01014978,3.922,3.327
E01014979,3.432,3.142
E01014980,2.283,2.356
E01014981,2.749,3.294
E01014982,3.752,4.667
E01014983,5.863,5.727
E01014984,4.794,5.098
E01014985,2.603,3.828
E01014986,5.657,6.012
E01014987,3.323,2.684
E01014988,3.421,3.633
E01014989,5.012,5.0
E01014990,3.706,3.228
E01014991,6.793,7.608
E01014992,2.9,3.003
E01014993,2.705,3.362
E01014994,7.155,6.079
E01014995,4.202,3.875
E01014996,4.85,5.647
E01014998,6.632,6.863
E01014999,3.639,4.123
E01015000,4.41,5.763
E01015001,3.543,3.844
E01015002,3.426,4.683
E01015003,3.701,3.541
E01015004,3.551,4.126
E01015005,5.15,3.807
E01015006,5.792,4.495
E01015007,5.198,4.909
E01015008,8.711,5.332
E01015009,4.986,6.409
E01015010,4.085,4.602
E01015011,7.134,6.352
E01015012,5.107,4.924
E01015013,3.632,4.394
E01015014,1.91,2.234
E01015015,5.378,4.288
E01015016,2.301,2.86
E01015017,5.114,4.079
E01015018,4.068,4.506
E01015019,4.561,5.62
E01015020,5.913,5.411
E01015021,2.801,4.907
E01015022,3.161,6.675
E01015023,9.307,8.615
E01015024,5.171,6.038
E01015025,5.964,5.15
E01015026,8.597,8.096
E01015027,4.806,4.703
E01015028,9.889,10.551
E01015029,3.665,3.883
E01015030,9.77,10.429
E01015031,5.348,7.129
E01015032,3.759,4.814
E01015033,3.885,3.846
E01015034,4.711,5.73
E01015035,4.099,4.59
E01015036,4.794,4.43
E01015037,7.313,7.559
E01015038,3.958,4.762
E01015039,3.947,8.413
E01015040,9.369,7.874
E01015041,6.624,4.909
E01015042,5.092,7.049
E01015043,7.847,8.878
E01015044,6.602,7.138
E01015045,8.033,8.687
E01015046,11.87,10.485
E01015047,7.58,6.902
E01015048,10.034,6.431
E01015049,3.455,3.935
E01015050,3.504,7.155
E01015051,2.739,3.587
E01015052,5.948,6.432
E01015053,4.813,4.73
E01015054,2.989,3.942
E01015055,10.537,10.345
E01015056,8.174,7.29
E01015057,7.971,8.304
E01015058,6.798,8.365
E01015059,5.209,5.628
E01015060,6.675,8.322
E01015061,4.736,5.523
E01015062,3.042,3.971
E01015063,7.569,7.03
E01015064,6.1,4.478
E01015065,7.445,8.036
E01015066,3.973,5.081
E01015067,4.756,5.114
E01015068,4.238,3.608
E01015069,8.407,6.505
E01015070,6.312,5.69
E01015071,7.021,6.471
E01015072,9.267,8.841
E01015073,10.621,10.333
E01015074,11.06,10.624
E01015075,10.111,9.618
E01015076,5.911,5.402
E01015077,7.643,4.088
E01015078,11.486,8.253
E01015079,5.942,6.181
E01015080,7.752,5.162
E01015081,9.389,9.016
E01015082,10.831,12.216
E01015083,10.802,12.07
E01015084,8.93,6.978
E01015085,9.87,8.103
E01015086,11.028,10.675
E01015087,6.838,8.412
E01015088,7.995,8.616
E01015089,9.749,9.426
E01015090,4.38,5.279
E01015091,6.303,6.359
E01015092,5.159,4.1
E01015093,11.538,9.782
E01015094,8.47,8.126
E01015095,9.182,8.169
E01015096,9.91,8.529
E01015097,8.268,6.272
E01015098,4.792,4.04
E01015099,3.455,3.075
E01015100,4.13,4.263
E01015101,4.926,5.306
E01015102,4.505,4.141
E01015103,3.659,3.146
E01015104,3.39,2.8
E01015105,3.171,3.992
E01015106,4.464,5.041
E01015107,4.317,3.415
E01015108,3.945,3.249
E01015109,4.187,4.562
E01015110,3.463,3.342
E01015111,3.23,3.064
E01015112,5.077,5.451
E01015113,4.548,4.241
E01015114,5.341,4.499
E01015115,11.707,10.657
E01015116,5.144,5.54
E01015117,5.034,4.064
E01015118,3.917,5.634
E01015119,2.261,3.156
E01015120,6.386,7.066
E01015121,4.708,5.109
E01015122,5.276,3.873
E01015123,8.555,8.146
E01015124,4.631,6.005
E01015125,4.746,3.862
E01015126,5.318,5.421
E01015127,5.792,7.766
E01015128,4.468,5.161
E01015129,5.199,5.098
E01015130,2.567,4.049
E01015131,4.878,4.198
E01015132,6.569,8.378
E01015133,5.668,5.613
E01015134,4.941,5.802
E01015135,6.084,5.284
E01015136,5.669,4.558
E01015137,4.58,4.494
E01015138,5.863,4.987
E01015139,7.015,4.858
E01015140,4.815,6.071
E01015141,4.451,3.687
E01015142,6.098,7.829
E01015143,7.961,7.883
E01015144,8.895,7.731
E01015145,5.553,6.592
E01015146,7.901,6.849
E01015147,9.207,9.134
E01015148,6.865,7.584
E01015149,11.992,10.693
E01015150,9.507,7.681
E01015151,8.138,7.536
E01015152,12.629,7.796
E01015153,10.499,10.392
E01015155,13.208,12.304
E01015156,8.713,5.42
E01015157,7.359,8.261
E01015158,8.091,6.901
E01015159,10.379,9.033
E01015160,4.916,5.059
E01015161,6.878,6.473
E01015162,10.228,8.837
E01015163,8.408,8.312
E01015164,4.902,5.889
E01015165,3.919,3.353
E01015166,7.483,6.688
E01015167,5.042,6.964
E01015168,6.298,7.214
E01015169,4.523,4.927
E01015170,6.877,7.262
E01015171,9.711,9.117
E01015172,4.561,6.159
E01015173,5.713,5.556
E01015174,4.576,5.854
E01015175,4.63,4.294
E01015176,8.88,6.899
E01015177,4.874,3.815
E01015178,3.805,4.833
E01015179,3.216,4.414
E01015180,8.239,10.453
