LSOA11CD,pct_bad_health_2011,pct_bad_health_2021
E01001082,5.224,5.484
E01001083,3.791,3.591
E01001084,4.267,5.23
E01001085,5.791,5.793
E01001086,5.314,3.695
E01001087,4.829,4.949
E01001088,3.745,4.05
E01001089,5.191,4.258
E01001090,4.416,3.647
E01001091,3.785,3.934
E01001092,5.627,5.438
E01001093,3.107,3.625
E01001094,4.543,3.41
E01001095,2.452,2.157
E01001096,2.803,3.11
E01001097,5.04,6.069
E01001098,2.548,2.178
E01001099,3.588,6.135
E01001100,3.938,2.778
E01001101,1.968,1.469
E01001102,4.853,3.501
E01001103,4.94,5.021
E01001104,2.823,3.516
E01001105,4.685,4.951
E01001106,5.235,4.99
E01001107,2.042,2.158
E01001108,2.688,3.024
E01001109,6.67,6.556
E01001110,5.708,4.615
E01001111,4.854,3.596
E01001112,5.471,5.952
E01001113,4.322,3.639
E01001114,5.5,4.377
E01001115,7.796,5.055
E01001116,4.121,4.918
E01001117,6.375,4.898
E01001118,7.811,5.53
E01001119,3.061,3.822
E01001120,3.484,4.083
E01001121,4.128,3.628
E01001122,2.729,2.708
E01001123,3.17,3.096
E01001124,2.988,3.065
E01001125,4.242,4.733
E01001126,3.638,3.531
E01001127,3.671,2.891
E01001128,5.959,5.5
E01001129,3.368,3.08
E01001130,4.279,4.762
E01001131,4.351,3.117
E01001132,4.713,4.821
E01001133,5.395,5.542
E01001134,3.711,3.348
E01001135,3.584,3.929
E01001136,4.84,5.101
E01001137,4.296,3.147
E01001138,2.971,2.312
E01001139,3.933,3.586
E01001140,3.596,2.636
E01001141,5.056,4.317
E01001142,3.932,3.068
E01001143,7.058,4.447
E01001144,6.216,3.982
E01001145,5.931,5.355
E01001146,5.387,4.248
E01001147,4.624,5.056
E01001148,4.588,3.866
E01001149,2.99,2.331
E01001150,3.444,2.114
E01001151,5.375,5.886
E01001152,3.71,3.298
E01001153,4.2,4.657
E01001154,3.961,3.315
E01001155,9.233,8.756
E01001156,6.519,3.727
E01001157,5.344,3.508
E01001158,3.645,3.846
E01001159,4.164,3.441
E01001160,3.349,4.317
E01001161,6.706,6.786
E01001162,4.176,4.029
E01001163,3.559,4.403
E01001164,3.048,2.928
E01001165,4.529,3.032
E01001166,4.52,4.781
E01001167,4.423,2.797
E01001168,3.397,3.357
E01001169,6.667,5.134
E01001170,5.366,4.897
E01001171,7.631,6.655
E01001172,6.865,5.084
E01001173,3.866,4.672
E01001174,5.185,4.085
E01001175,4.994,3.6
E01001176,4.574,4.545
E01001177,6.246,5.215
E01001178,6.374,5.043
E01001179,4.368,4.026
E01001180,3.454,3.13
E01001181,5.577,5.89
E01001182,4.712,3.835
E01001183,5.534,4.503
E01001184,5.56,4.542
E01001185,4.279,3.817
E01001186,5.731,6.298
E01001187,4.113,5.189
E01001188,4.692,3.675
E01001189,4.789,3.443
E01001190,4.224,4.054
E01001191,4.308,4.875
E01001192,5.292,3.909
E01001193,4.759,6.659
E01001194,3.117,2.477
E01001195,2.891,2.522
E01001196,9.003,5.071
E01001197,4.507,4.695
E01001198,4.653,3.137
E01001199,4.754,3.303
E01001200,3.232,3.45
E01001201,6.15,4.271
E01001202,5.472,4.876
E01001203,6.171,6.339
E01001204,3.839,3.587
E01001205,4.939,5.727
E01001206,6.593,4.502
E01001207,2.803,3.006
E01001208,3.075,2.353
E01001209,2.336,2.436
E01001210,8.993,6.939
E01001211,3.76,4.09
E01001212,6.119,4.924
E01001213,6.94,6.269
E01001214,5.832,5.387
E01001215,6.856,5.742
E01001216,6.905,4.86
E01001217,3.899,4.138
E01001218,6.394,5.153
E01001219,6.452,7.335
E01001220,7.422,6.283
E01001221,4.836,2.738
E01001222,3.272,5.114
E01001223,4.285,3.645
E01001224,2.537,2.372
E01001225,4.246,3.258
E01001226,3.648,3.04
E01001227,3.038,2.5
E01001228,5.96,3.055
E01001229,7.227,5.204
E01001230,3.159,2.997
E01001231,3.376,2.299
E01001232,4.551,4.75
E01001233,5.548,5.125
E01001234,4.211,3.136
E01001235,2.505,3.549
E01001236,3.774,3.311
E01001237,4.52,2.431
E01001238,3.801,2.236
E01001239,6.355,4.189
E01001240,5.387,4.0
E01001241,4.064,5.013
E01001242,5.979,5.055
E01001243,5.339,2.805
E01001244,5.396,4.835
E01001245,3.762,2.583
E01001246,5.588,4.274
E01001247,6.037,4.102
E01001248,4.899,4.717
E01001249,6.456,6.034
E01001250,6.32,5.691
E01001251,4.353,2.821
E01001252,3.87,3.609
E01001253,4.184,3.524
E01001254,4.332,3.835
E01001255,2.733,2.016
E01001257,7.011,5.561
E01001258,4.556,3.364
E01001259,4.049,4.065
E01001260,5.74,4.463
E01001261,4.454,5.558
E01001262,6.721,6.728
E01001263,6.28,4.674
E01001264,5.921,4.778
E01001265,3.369,3.656
E01001266,4.367,3.052
E01001267,7.783,5.894
E01001268,4.147,4.226
E01001269,3.58,3.609
E01001270,4.242,3.18
E01001271,4.435,3.542
E01001272,3.993,5.698
E01001273,2.896,3.045
E01001274,2.515,2.112
E01001275,4.208,4.386
E01001276,3.468,4.724
E01001277,4.284,3.185
E01001278,4.332,3.94
E01001279,2.444,2.012
E01001280,3.218,4.57
E01001281,2.875,1.973
E01001282,8.414,6.547
E01001283,8.339,7.019
E01001284,3.509,4.063
E01001285,4.556,4.466
E01001286,5.974,4.254
E01001287,6.054,4.635
E01001288,3.138,3.184
E01001289,3.181,2.616
E01001290,3.287,2.632
E01001291,4.811,3.691
E01001292,4.391,4.898
E01001293,5.131,4.921
E01001294,4.277,4.189
E01001295,4.381,3.398
E01001296,5.132,4.934
E01001297,5.458,4.739
E01001298,5.998,5.687
E01001299,3.983,4.442
E01001300,2.896,2.848
E01001301,3.984,3.128
E01001302,2.961,2.434
E01001303,2.318,2.203
E01001304,3.872,2.352
E01001305,3.322,2.778
E01001306,3.36,3.115
E01001307,3.764,2.18
E01001308,4.163,3.761
E01001309,3.77,3.071
E01001310,3.443,2.801
E01001311,6.676,4.845
E01001312,3.589,3.76
E01001313,4.056,3.884
E01001314,3.155,3.346
E01001315,4.107,3.476
E01001316,5.622,4.229
E01001317,5.102,4.81
E01001318,5.978,5.233
E01001319,4.005,2.842
E01001320,5.168,5.237
E01001321,5.69,6.808
E01001322,2.955,4.056
E01001323,4.167,3.423
E01001324,4.636,4.455
E01001325,5.973,6.754
E01001326,5.701,5.51
E01001327,6.711,4.845
E01001328,5.838,4.772
E01001329,4.262,4.687
E01001330,8.01,4.739
E01001331,4.839,4.009
E01001332,7.186,4.768
E01001333,7.199,5.842
E01001334,8.626,6.775
E01001335,6.064,4.336
E01001336,8.015,5.537
E01001337,5.51,4.852
E01001338,7.732,5.035
E01001339,5.921,4.398
E01001340,7.835,5.051
E01001341,3.621,3.46
E01001342,5.035,3.59
E01001343,3.457,4.031
E01001344,5.275,4.279
E01001345,4.345,4.439
E01001346,3.142,3.681
E01001347,4.042,3.702
E01001348,4.065,3.947
E01001349,5.698,4.887
E01001350,4.711,4.031
E01001351,7.372,4.767
E01001352,3.51,2.212
E01001353,4.559,6.294
E01001354,7.283,6.709
E01001355,8.233,4.088
E01001356,9.65,6.885
E01001357,5.346,3.857
E01001358,8.177,4.171
E01001359,6.452,3.815
E01001360,6.968,4.925
E01001361,6.881,4.13
E01001362,6.563,4.727
E01001363,6.884,4.112
E01001364,9.01,6.929
E01001365,6.901,5.545
E01001366,5.148,4.144
E01001367,6.236,3.69
E01001368,6.849,5.045
E01001369,7.746,4.457
E01001370,5.657,4.098
E01001371,5.622,5.152
E01001372,5.048,3.602
E01001373,6.004,4.09
E01001374,5.006,2.726
E01001375,2.162,2.002
E01001376,6.966,5.39
E01001377,2.712,2.318
E01001379,2.382,1.152
E01001380,3.297,2.165
E01001381,4.669,2.772
E01001382,2.937,1.958
E01001383,4.243,3.925
E01001384,2.736,2.231
E01001385,2.021,2.503
E01001386,2.677,2.614
E01001387,4.204,3.844
E01001388,5.549,5.402
E01001389,4.859,4.262
E01001390,3.907,3.632
E01001391,5.691,3.029
E01001392,3.893,4.077
E01001393,4.877,4.569
E01001394,7.018,4.557
E01001395,6.667,6.062
E01001396,6.299,3.559
E01001397,5.769,5.037
E01001398,3.664,3.281
E01001399,3.758,3.444
E01001400,4.796,5.314
E01001401,2.721,4.104
E01001402,4.092,2.917
E01001403,5.243,4.927
E01001404,5.567,4.871
E01001405,5.441,7.381
E01001406,5.77,4.406
E01001407,4.826,4.52
E01001408,4.192,3.646
E01001409,5.77,5.108
E01001410,7.263,8.227
E01001411,3.804,3.624
E01001412,5.834,5.467
E01001413,5.515,5.443
E01001414,9.213,8.378
E01001415,6.1,4.486
E01001416,3.578,2.607
E01001417,3.09,3.975
E01001418,5.697,6.149
E01001419,4.728,5.578
E01001420,5.987,6.229
E01001421,6.818,5.021
E01001422,2.171,4.048
E01001423,6.482,6.532
E01001424,7.025,6.362
E01001425,6.069,5.539
E01001426,6.7,6.696
E01001427,6.793,7.511
E01001428,7.931,6.032
E01001429,9.566,8.119
E01001430,5.308,6.266
E01001431,6.779,5.375
E01001432,4.824,6.21
E01001433,6.732,4.72
E01001434,4.453,5.154
E01001435,4.932,5.01
E01001436,5.037,5.639
E01001437,7.585,6.418
E01001438,5.003,5.605
E01001439,5.928,8.165
E01001440,6.947,5.367
E01001441,5.416,6.432
E01001442,6.116,7.102
E01001444,5.728,4.822
E01001445,3.678,3.894
E01001446,5.063,5.436
E01001447,7.748,7.283
E01001448,7.045,5.441
E01001449,5.076,4.991
E01001450,4.42,4.123
E01001451,4.266,3.906
E01001452,3.097,2.909
E01001453,5.188,3.617
E01001454,3.062,2.881
E01001455,5.164,4.396
E01001456,2.5,2.861
E01001457,4.409,3.034
E01001458,7.45,5.817
E01001459,5.612,4.884
E01001460,6.663,4.782
E01001461,7.925,7.551
E01001462,6.348,5.365
E01001463,5.531,4.487
E01001464,8.647,7.523
E01001465,5.714,5.196
E01001466,5.014,3.806
E01001467,4.482,2.951
E01001468,4.182,2.76
E01001469,5.289,5.549
E01001470,4.068,4.063
E01001471,4.318,4.874
E01001472,5.113,3.811
E01001473,6.454,4.875
E01001474,3.339,3.057
E01001475,3.815,2.61
E01001476,5.882,5.254
E01001477,6.0,5.457
E01001478,5.007,5.006
E01001479,7.399,7.195
E01001480,6.133,5.793
E01001481,5.829,6.18
E01001482,7.12,5.677
E01001483,9.043,6.15
E01001484,6.492,4.308
E01001485,6.281,5.867
E01001486,7.882,6.238
E01001487,7.029,6.897
E01001488,5.045,4.245
E01001489,5.38,3.93
E01001491,5.719,4.872
E01001492,6.062,4.704
E01001493,7.558,6.328
E01001494,5.329,4.662
E01001495,4.198,2.709
E01001496,3.988,3.261
E01001497,6.504,4.399
E01001498,3.597,3.595
E01001499,6.97,5.714
E01001500,5.763,4.091
E01001501,5.784,5.453
E01001502,6.464,6.09
E01001503,5.152,5.191
E01001504,5.423,4.628
E01001505,5.153,5.768
E01001506,5.566,5.579
E01001507,6.791,6.001
E01001508,5.846,4.826
E01001509,6.444,5.133
E01001510,6.684,5.579
E01001511,3.598,3.954
E01001512,4.438,3.86
E01001513,5.085,6.411
E01001514,4.242,4.478
E01001515,5.601,5.129
E01001516,7.143,6.029
E01001517,6.825,7.286
E01001518,3.962,4.206
E01001519,3.686,2.501
E01001520,5.06,4.256
E01001521,3.995,3.573
E01001522,7.147,4.293
E01001523,4.428,3.357
E01001524,4.18,2.885
E01001525,5.036,4.786
E01001526,4.077,3.915
E01001527,4.798,3.359
E01001528,7.197,5.509
E01001529,6.016,4.479
E01001530,4.341,4.111
E01001531,3.204,2.437
E01001532,3.175,2.285
E01001533,4.592,3.733
E01001534,4.782,4.381
E01001535,4.723,3.488
E01001536,4.659,3.706
E01001537,4.276,3.09
E01001538,2.892,2.859
E01001539,3.837,2.902
E01001540,4.141,3.465
E01001541,3.79,3.133
E01001542,4.647,4.356
E01001543,3.708,3.216
E01001544,4.508,4.307
E01001545,7.542,7.321
E01001546,4.206,4.857
E01001547,6.143,5.545
E01001548,5.882,5.449
E01001549,6.177,5.214
E01001550,5.659,4.237
E01001551,8.194,8.366
E01001552,5.817,6.015
E01001553,7.013,5.876
E01001554,7.873,8.773
E01001555,5.552,4.657
E01001556,5.573,5.022
E01001557,5.296,4.723
E01001558,5.642,3.829
E01001559,7.752,5.31
E01001560,5.441,5.474
E01001562,8.566,8.013
E01001563,4.644,3.917
E01001564,3.181,3.131
E01001565,4.951,4.353
E01001566,4.358,2.974
E01001567,2.59,2.271
E01001568,2.716,2.55
E01001569,3.842,3.729
E01001570,5.391,3.633
E01001571,3.539,2.985
E01001572,4.676,3.52
E01001573,4.186,3.683
E01001574,7.518,6.913
E01001575,7.44,6.828
E01001576,8.798,5.956
E01001577,7.808,4.809
E01001578,6.194,4.423
E01001579,5.893,5.309
E01001580,2.192,3.846
E01001581,7.324,5.26
E01001582,6.237,5.74
E01001583,2.62,3.189
E01001584,3.938,4.524
E01001585,3.394,2.814
E01001586,5.835,6.887
E01001587,3.968,3.128
E01001588,9.87,8.387
E01001589,5.86,5.933
E01001590,4.052,4.049
E01001591,6.814,5.474
E01001592,3.842,2.844
E01001593,5.311,3.569
E01001594,6.35,4.351
E01001595,6.266,4.548
E01001596,4.412,2.884
E01001597,3.846,4.11
E01001598,4.978,3.915
E01001599,5.526,4.711
E01001600,4.548,4.506
E01001601,5.573,4.512
E01001602,7.208,8.043
E01001603,9.607,8.31
E01001604,4.028,3.873
E01001605,2.904,3.289
E01001606,2.932,2.711
E01001607,5.631,4.534
E01001608,3.851,4.435
E01001609,7.803,4.858
E01001610,5.333,3.984
E01001611,6.209,4.574
E01001613,5.044,6.104
E01001614,4.116,3.885
E01001615,4.608,3.666
E01001617,5.464,4.545
E01001618,6.858,5.456
E01001619,3.457,3.561
E01001620,8.045,5.875
E01001621,6.573,7.292
E01001623,6.309,6.094
E01001624,7.028,5.283
E01001625,8.117,7.52
E01001629,5.974,6.072
E01001631,5.405,5.458
E01001632,4.528,5.15
E01001633,5.787,4.697
E01001634,8.693,8.923
E01001635,4.636,3.71
E01001636,4.239,4.81
E01001637,7.281,6.219
E01001638,6.383,6.75
E01001640,4.627,3.608
E01001641,3.191,2.894
E01001642,2.639,2.829
E01001644,2.667,2.777
E01001645,6.895,6.533
E01001646,4.595,4.539
E01001647,6.64,5.514
E01001648,5.368,3.944
E01001649,6.471,5.143
E01001650,7.386,6.386
E01001651,8.576,7.04
E01001652,5.595,5.451
E01001653,7.563,7.542
E01001654,7.503,6.849
E01001655,9.078,7.551
E01001656,4.874,5.004
E01001657,4.46,3.376
E01001658,4.777,5.079
E01001659,5.502,4.326
E01001660,5.062,6.082
E01001661,8.328,6.49
E01001662,3.234,2.786
E01001664,5.455,4.046
E01001665,3.428,3.7
E01001666,4.014,4.032
E01001667,8.951,3.806
E01001668,6.567,3.734
E01001669,5.336,5.05
E01001671,5.196,4.431
E01001672,4.002,5.171
E01001673,9.989,6.825
E01001674,4.815,3.923
E01001675,4.343,4.895
E01001676,4.299,4.661
E01001677,4.363,4.857
E01001678,5.459,4.115
E01001679,2.823,4.508
E01001680,3.433,2.899
E01001681,3.758,4.854
E01001682,3.976,3.922
E01001683,6.452,5.093
E01001684,5.774,6.28
E01001685,5.848,6.786
E01001686,5.346,4.389
E01001687,7.38,5.936
E01001688,4.117,4.869
E01001690,7.091,5.543
E01001692,5.607,5.514
E01001693,5.777,6.859
E01001694,4.926,3.727
E01001695,8.057,5.287
E01001696,6.148,3.231
E01001697,4.585,2.838
E01001698,6.64,4.812
E01001699,4.924,5.939
E01001700,4.309,3.084
E01001701,4.724,3.857
E01001702,5.072,5.585
E01001703,4.912,4.137
E01001704,4.543,4.848
E01001705,5.921,4.094
E01001706,7.687,6.092
E01001708,6.082,5.183
E01001709,7.179,3.657
E01001710,6.789,9.551
E01001711,4.388,3.657
E01001712,6.692,4.67
E01001713,5.892,6.092
E01001714,8.121,4.337
E01001715,3.179,3.577
E01001716,6.601,6.6
E01001717,6.71,5.595
E01001718,2.35,2.989
E01001719,7.989,5.854
E01001720,3.456,3.103
E01001722,7.15,5.252
E01001723,4.99,3.147
E01001724,4.191,3.629
E01001725,4.453,3.603
E01001726,5.158,6.038
E01001727,3.594,3.773
E01001728,3.672,2.678
E01001729,6.878,5.488
E01001730,7.704,5.963
E01001731,5.0,4.615
E01001732,7.289,5.579
E01001733,6.037,4.49
E01001734,6.041,3.488
E01001735,6.801,6.752
E01001736,5.314,3.809
E01001737,3.963,3.281
E01001738,5.916,4.138
E01001739,4.641,3.796
E01001740,8.685,5.696
E01001741,4.564,3.539
E01001742,7.569,5.359
E01001744,6.386,5.395
E01001745,6.492,6.019
E01001746,4.408,5.154
E01001747,6.411,5.284
E01001748,5.551,4.019
E01001749,4.485,4.164
E01001750,6.257,5.042
E01001751,2.521,3.176
E01001752,4.205,3.346
E01001753,7.673,6.055
E01001754,5.801,4.623
E01001755,8.11,5.304
E01001756,4.362,4.124
E01001757,5.358,5.678
E01001758,7.187,5.7
E01001759,6.818,4.915
E01001760,6.499,4.934
E01001761,9.106,9.231
E01001762,5.609,4.782
E01001763,7.186,5.54
E01001764,5.154,5.2
E01001765,9.086,8.662
E01001767,6.051,5.59
E01001768,5.699,3.7
E01001769,4.454,5.446
E01001770,8.113,6.826
E01001772,10.421,6.708
E01001773,7.456,5.518
E01001774,4.344,4.93
E01001775,7.995,6.487
E01001776,10.98,7.431
E01001777,5.556,3.646
E01001779,6.976,6.004
E01001780,6.575,7.104
E01001781,8.698,6.176
E01001782,5.087,3.706
E01001783,7.749,4.8
E01001784,4.927,5.474
E01001785,7.806,4.959
E01001786,6.521,4.272
E01001787,10.636,7.826
E01001788,9.166,8.768
E01001789,6.21,5.02
E01001790,7.818,8.063
E01001791,6.91,6.096
E01001792,7.978,5.067
E01001793,4.748,4.307
E01001794,10.477,8.11
E01001795,5.055,3.514
E01001796,6.193,4.41
E01001798,7.731,3.737
E01001799,2.276,1.859
E01001800,7.264,6.057
E01001801,7.392,5.923
E01001802,6.801,5.007
E01001803,4.24,2.832
E01001804,4.974,2.75
E01001805,4.395,3.752
E01001806,7.374,6.331
E01001807,5.592,4.369
E01001808,2.612,4.47
E01001809,3.288,3.132
E01001811,10.446,4.746
E01001812,6.415,3.745
E01001813,9.92,7.366
E01001814,4.398,3.762
E01001815,8.906,10.327
E01001816,4.8,6.065
E01001819,7.736,7.503
E01001820,9.159,8.147
E01001821,9.247,7.493
E01001822,8.403,5.658
E01001823,4.759,3.615
E01001824,6.262,4.059
E01001825,3.129,2.219
E01001826,6.437,5.34
E01001827,7.881,6.861
E01001828,7.195,4.871
E01001829,3.846,2.509
E01001830,8.246,5.638
E01001831,5.247,5.42
E01001832,5.991,5.352
E01001833,6.58,4.584
E01001834,5.731,3.823
E01001835,4.323,3.163
E01001836,5.681,4.96
E01001837,3.763,3.734
E01001838,7.961,6.667
E01001839,3.709,4.076
E01001840,8.771,8.24
E01001841,8.292,7.018
E01001842,6.734,4.647
E01001843,7.154,5.809
E01001844,4.038,5.115
E01001845,10.932,8.328
E01001846,8.799,8.498
E01001847,8.946,5.547
E01001848,6.711,5.933
E01001849,4.526,4.126
E01001850,7.459,6.945
E01001851,2.512,2.797
E01001852,2.846,3.071
E01001853,3.327,2.937
E01001854,4.503,4.205
E01001855,3.459,3.125
E01001856,5.075,6.201
E01001857,8.328,6.464
E01001858,5.577,6.944
E01001859,4.211,3.811
E01001860,6.84,4.968
E01001861,5.607,3.915
E01001862,6.335,5.685
E01001863,4.115,3.26
E01001864,6.527,3.691
E01001865,4.281,2.839
E01001866,3.927,3.059
E01001867,5.507,5.649
E01001868,7.457,6.661
E01001869,3.073,3.321
E01001870,3.778,3.794
E01001871,3.741,3.699
E01001872,3.594,3.815
E01001873,5.241,4.794
E01001874,5.401,4.836
E01001875,7.443,6.812
E01001876,5.78,5.776
E01001877,6.394,5.887
E01001878,6.454,5.995
E01001879,6.441,4.765
E01001880,5.611,5.786
E01001881,3.777,2.878
E01001882,2.1,2.676
E01001883,5.791,4.92
E01001884,6.728,5.108
E01001885,10.387,6.818
E01001886,4.898,5.581
E01001887,7.439,6.511
E01001888,4.213,2.579
E01001889,4.532,2.588
E01001890,2.975,2.392
E01001891,2.365,2.201
E01001892,6.589,4.436
E01001893,5.949,4.427
E01001894,8.409,6.118
E01001895,3.764,3.425
E01001896,4.522,4.373
E01001897,3.833,3.994
E01001898,3.897,3.348
E01001899,11.232,7.004
E01001900,8.179,6.013
E01001901,2.831,1.939
E01001902,5.062,3.862
E01001903,5.518,4.321
E01001904,2.773,2.29
E01001905,2.82,2.652
E01001906,3.058,1.927
E01001907,3.147,2.406
E01001908,3.24,2.03
E01001909,5.763,4.821
E01001910,3.373,3.371
E01001911,7.155,5.789
E01001912,7.071,5.296
E01001913,1.294,1.948
E01001914,2.857,3.324
E01001915,2.901,2.34
E01001916,2.59,3.186
E01001917,5.062,4.886
E01001918,3.95,2.583
E01001919,3.926,2.713
E01001920,9.848,7.867
E01001921,2.865,3.241
E01001922,2.43,2.338
E01001923,3.516,3.496
E01001924,1.128,1.361
E01001925,1.966,2.226
E01001926,2.129,1.4
E01001927,2.593,3.079
E01001928,6.439,3.544
E01001929,2.937,1.63
E01001930,8.738,7.316
E01001931,4.406,3.164
E01001932,4.01,3.266
E01001933,3.776,3.88
E01001934,4.932,4.592
E01001935,4.76,3.876
E01001937,2.852,2.737
E01001938,5.385,3.751
E01001939,5.213,4.383
E01001940,6.621,6.104
E01001941,3.578,3.64
E01001942,5.35,4.788
E01001943,5.169,4.68
E01001944,8.94,7.976
E01001945,5.993,4.444
E01001946,5.083,3.781
E01001947,7.873,5.928
E01001948,3.33,2.936
E01001949,1.681,1.626
E01001950,2.005,1.615
E01001951,3.232,3.168
E01001952,3.45,2.795
E01001953,4.905,4.17
E01001954,6.164,4.063
E01001955,7.36,5.5
E01001956,6.026,4.952
E01001957,7.673,5.962
E01001958,6.403,5.391
E01001959,9.201,6.485
E01001960,3.342,3.289
E01001961,6.458,4.889
E01001962,4.096,3.346
E01001963,4.011,2.278
E01001964,3.212,3.135
E01001965,4.179,3.733
E01001966,3.173,2.34
E01001967,2.779,2.408
E01001968,3.871,2.731
E01001969,5.72,5.493
E01001970,5.654,5.521
E01001971,7.107,7.45
E01001972,7.237,6.363
E01001973,4.431,3.571
E01001974,4.868,3.796
E01001975,4.077,3.732
E01001976,6.818,3.696
E01001977,7.532,5.991
E01001978,7.927,4.982
E01001979,6.503,5.969
E01001980,5.589,5.286
E01001981,5.451,4.104
E01001982,6.095,4.109
E01001983,5.569,4.034
E01001984,3.27,4.863
E01001985,2.899,3.025
E01001986,2.08,3.635
E01001987,2.491,1.701
E01001988,3.614,2.639
E01001989,3.478,3.372
E01001990,3.135,2.359
E01001991,3.721,3.187
E01001992,2.165,2.23
E01001993,3.262,1.978
E01001994,2.971,2.21
E01001995,5.68,4.661
E01001996,3.138,3.686
E01001997,2.153,1.852
E01001998,4.859,3.055
E01001999,5.697,3.78
E01002000,4.714,4.089
E01002001,4.395,2.947
E01002002,4.707,3.96
E01002003,6.019,5.28
E01002004,6.353,5.301
E01002005,2.784,3.08
E01002006,2.871,2.987
E01002007,2.267,2.573
E01002008,4.137,2.606
E01002009,1.862,2.192
E01002010,5.609,6.587
E01002011,3.783,3.661
E01002013,3.64,3.959
E01002014,5.003,3.345
E01002015,7.77,6.877
E01002016,6.585,5.489
E01002017,3.427,3.883
E01002018,6.408,5.16
E01002019,2.674,2.336
E01002020,5.051,3.816
